,id,target,#palabras,#palabras_unicas,#caracteres,#stopwords,#puntuacion,#capitalize,#mayusculas,#silabas,promedio_len_word,#caracteres_especiales,#palabras_binned,#palabras_unicas_binned,#caracteres_binned,#stopwords_binned,#puntuacion_binned,#capitalize_binned,#mayusculas_binned,#silabas_binned,#caracteres_especiales_binned
5605,7999,True,12,12,73,1,2,9,1,15,5.0,2,1,1,1,0,0,2,0,1,0
5606,8000,True,12,12,73,1,2,9,1,15,5.0,2,1,1,1,0,0,2,0,1,0
5607,8001,True,9,9,74,1,3,3,0,15,7.111111111111111,3,0,0,1,0,1,1,0,1,1
5608,8002,True,10,10,64,1,2,5,0,14,5.3,2,0,1,1,0,0,2,0,0,0
5609,8003,True,12,12,75,4,3,2,0,15,5.166666666666667,3,1,1,1,1,1,1,0,1,1
5610,8005,True,10,10,64,1,2,5,0,14,5.3,2,0,1,1,0,0,2,0,0,0
5611,8006,True,12,12,73,1,2,9,1,15,5.0,2,1,1,1,0,0,2,0,1,0
5612,8008,False,12,11,69,4,1,1,0,19,4.666666666666667,1,1,1,1,1,0,0,0,1,0
5613,8009,True,18,18,121,3,4,4,0,26,5.666666666666667,4,2,3,4,1,1,1,0,3,1
5614,8010,True,7,7,45,1,0,4,0,15,5.285714285714286,0,0,0,0,0,0,1,0,1,0
5615,8012,False,15,15,98,4,3,2,0,25,5.466666666666667,3,2,2,3,1,1,1,0,2,1
5616,8013,True,12,12,95,1,2,3,0,22,6.833333333333333,2,1,1,3,0,0,1,0,2,0
5617,8015,False,12,12,141,3,15,3,2,31,10.666666666666666,15,1,1,4,1,2,1,0,3,2
5618,8016,True,11,11,80,2,1,4,0,21,6.181818181818182,1,1,1,2,0,0,1,0,2,0
5619,8017,False,18,16,114,3,2,9,1,19,5.277777777777778,2,2,2,3,1,0,2,0,1,0
5620,8018,True,7,7,61,1,5,2,0,14,7.571428571428571,5,0,0,1,0,2,1,0,0,2
5621,8019,True,8,8,65,1,9,2,0,12,7.0,9,0,0,1,0,2,1,0,0,2
5622,8020,True,8,8,68,1,11,2,0,14,7.375,11,0,0,1,0,2,1,0,0,2
5623,8021,False,19,19,125,3,4,0,0,30,5.526315789473684,4,3,3,4,1,1,0,0,3,1
5624,8023,False,10,10,66,1,2,2,0,12,5.5,2,0,1,1,0,0,1,0,0,0
5625,8024,True,8,8,64,1,1,2,0,14,6.875,1,0,0,1,0,0,1,0,0,0
5626,8025,False,12,12,77,1,3,3,0,15,5.333333333333333,3,1,1,2,0,1,1,0,1,1
5627,8026,True,20,20,137,6,3,4,0,35,5.8,3,3,3,4,2,1,1,0,3,1
5628,8028,True,8,8,62,1,1,2,0,15,6.625,1,0,0,1,0,0,1,0,1,0
5629,8029,True,22,22,126,9,3,2,1,25,4.681818181818182,3,3,3,4,2,1,1,0,2,1
5630,8030,True,5,5,46,0,0,4,0,11,8.0,0,0,0,0,0,0,1,0,0,0
5631,8031,False,10,10,70,2,2,2,1,18,5.9,2,0,1,1,0,0,1,0,1,0
5632,8032,False,19,16,108,2,2,5,2,24,4.578947368421052,2,3,2,3,0,0,2,0,2,0
5633,8034,True,14,14,81,3,1,10,0,17,4.714285714285714,1,1,2,2,1,0,2,0,1,0
5634,8035,True,8,8,68,1,11,2,0,14,7.375,11,0,0,1,0,2,1,0,0,2
5635,8036,True,8,8,65,1,9,2,0,12,7.0,9,0,0,1,0,2,1,0,0,2
5636,8037,False,14,14,95,4,4,2,0,19,5.714285714285714,4,1,2,3,1,1,1,0,1,1
5637,8038,True,20,20,119,6,5,3,0,21,4.85,5,3,3,4,2,2,1,0,2,2
5638,8039,False,15,14,100,3,2,3,0,21,5.6,2,2,2,3,1,0,1,0,2,0
5639,8040,True,15,15,86,2,3,9,1,17,4.666666666666667,3,2,2,2,0,1,2,0,1,1
5640,8043,False,15,15,75,8,5,1,0,16,3.933333333333333,5,2,2,1,2,2,0,0,1,2
5641,8044,False,7,7,61,1,5,2,0,14,7.571428571428571,5,0,0,1,0,2,1,0,0,2
5642,8045,True,15,14,96,3,1,2,0,22,5.266666666666667,1,2,2,3,1,0,1,0,2,0
5643,8047,False,15,14,100,2,7,2,2,22,5.6,7,2,2,3,0,2,1,0,2,2
5644,8049,True,7,7,58,1,1,2,0,13,7.142857142857143,1,0,0,1,0,0,1,0,0,0
5645,8055,False,18,17,103,2,2,12,0,22,4.666666666666667,2,2,2,3,0,0,2,0,2,0
5646,8056,True,8,8,68,1,11,2,0,14,7.375,11,0,0,1,0,2,1,0,0,2
5647,8057,True,24,23,142,11,6,4,0,20,4.875,6,3,3,4,2,2,1,0,2,2
5648,8058,True,19,18,115,5,7,6,3,30,5.0,7,3,3,3,1,2,2,0,3,2
5649,8060,True,6,6,43,1,0,2,0,11,6.0,0,0,0,0,0,0,1,0,0,0
5650,8061,False,6,6,45,2,4,1,0,10,6.333333333333333,4,0,0,0,0,1,0,0,0,1
5651,8062,False,10,10,68,1,5,4,1,14,5.7,5,0,1,1,0,2,1,0,0,2
5652,8064,True,12,11,75,0,6,9,1,17,5.166666666666667,6,1,1,1,0,2,2,0,1,2
5653,8065,False,17,17,113,3,4,10,0,27,5.588235294117647,4,2,2,3,1,1,2,0,3,1
5654,8066,False,25,24,139,9,4,2,1,31,4.52,4,3,3,4,2,1,1,0,3,1
5655,8067,False,10,10,68,1,5,4,1,14,5.7,5,0,1,1,0,2,1,0,0,2
5656,8068,False,12,12,91,1,6,7,1,19,6.5,6,1,1,2,0,2,2,0,1,2
5657,8069,False,7,7,50,2,4,2,0,10,5.857142857142857,4,0,0,0,0,1,1,0,0,1
5658,8070,False,8,8,38,3,1,1,0,8,3.625,1,0,0,0,1,0,0,0,0,0
5659,8071,False,10,10,60,1,3,4,0,13,4.9,3,0,1,1,0,1,1,0,0,1
5660,8073,False,10,10,60,1,3,4,0,13,4.9,3,0,1,1,0,1,1,0,0,1
5661,8074,False,21,18,106,9,2,2,1,25,4.0,2,3,3,3,2,0,1,0,2,0
5662,8079,False,14,14,84,6,7,3,0,15,4.857142857142857,7,1,2,2,2,2,1,0,1,2
5663,8081,False,9,9,59,2,2,4,1,15,5.444444444444445,2,0,0,1,0,0,1,0,1,0
5664,8083,False,6,6,36,1,7,2,0,9,4.833333333333333,7,0,0,0,0,2,1,0,0,2
5665,8084,True,12,11,75,0,6,9,1,17,5.166666666666667,6,1,1,1,0,2,2,0,1,2
5666,8085,True,22,21,137,4,6,5,1,35,5.090909090909091,6,3,3,4,1,2,2,0,3,2
5667,8087,False,9,9,58,1,2,4,0,13,5.333333333333333,2,0,0,1,0,0,1,0,0,0
5668,8088,False,12,12,57,7,1,1,0,16,3.6666666666666665,1,1,1,1,2,0,0,0,1,0
5669,8089,True,13,13,75,1,3,5,0,17,4.6923076923076925,3,1,1,1,0,1,2,0,1,1
5670,8091,False,10,10,68,1,5,4,1,14,5.7,5,0,1,1,0,2,1,0,0,2
5671,8094,True,23,21,103,13,2,2,1,20,3.4347826086956523,2,3,3,3,2,0,1,0,2,0
5672,8095,True,5,5,38,0,0,2,0,13,6.4,0,0,0,0,0,0,1,0,0,0
5673,8096,True,11,11,66,2,1,3,0,17,4.909090909090909,1,1,1,1,0,0,1,0,1,0
5674,8097,True,6,6,39,1,0,3,0,10,5.333333333333333,0,0,0,0,0,0,1,0,0,0
5675,8098,False,28,26,129,13,8,3,2,36,3.5714285714285716,8,3,3,4,2,2,1,0,3,2
5676,8100,False,19,18,108,6,5,2,0,25,4.631578947368421,5,3,3,3,2,2,1,0,2,2
5677,8101,False,10,10,91,0,9,1,0,23,8.0,9,0,1,2,0,2,0,0,2,2
5678,8102,False,18,18,89,0,0,18,0,21,3.888888888888889,0,2,3,2,0,0,2,0,2,0
5679,8103,True,17,17,104,4,4,10,3,26,5.0588235294117645,4,2,2,3,1,1,2,0,3,1
5680,8105,False,7,7,47,3,5,2,0,13,5.571428571428571,5,0,0,0,1,2,1,0,0,2
5681,8106,True,6,6,39,1,0,3,0,10,5.333333333333333,0,0,0,0,0,0,1,0,0,0
5682,8109,False,21,21,139,7,4,3,0,29,5.571428571428571,4,3,3,4,2,1,1,0,3,1
5683,8110,True,5,5,38,0,0,0,0,6,6.4,0,0,0,0,0,0,0,0,0,0
5684,8111,False,8,8,57,2,0,6,0,10,6.0,0,0,0,1,0,0,2,0,0,0
5685,8112,False,9,9,59,1,3,1,4,15,5.444444444444445,3,0,0,1,0,1,0,0,1,1
5686,8113,True,6,6,44,0,1,2,0,13,6.166666666666667,1,0,0,0,0,0,1,0,0,0
5687,8116,False,14,14,81,3,4,2,1,16,4.642857142857143,4,1,2,2,1,1,1,0,1,1
5688,8118,False,18,18,104,0,0,15,2,21,4.722222222222222,0,2,3,3,0,0,2,0,2,0
5689,8119,True,23,23,119,9,0,0,0,26,4.130434782608695,0,3,3,4,2,0,0,0,3,0
5690,8120,False,20,16,109,13,3,3,0,33,4.4,3,3,2,3,2,1,1,0,3,1
5691,8121,False,18,17,80,5,5,1,0,14,3.388888888888889,5,2,2,2,1,2,0,0,0,2
5692,8122,True,10,9,70,2,2,4,0,15,5.9,2,0,0,1,0,0,1,0,1,0
5693,8125,True,10,10,61,4,3,2,0,11,5.0,3,0,1,1,1,1,1,0,0,1
5694,8126,True,7,7,48,0,0,7,0,13,5.714285714285714,0,0,0,0,0,0,2,0,0,0
5695,8128,True,11,11,69,3,0,2,0,20,5.181818181818182,0,1,1,1,1,0,1,0,2,0
5696,8129,True,13,13,79,2,4,4,1,16,5.0,4,1,1,2,0,1,1,0,1,1
5697,8130,False,11,11,69,3,3,2,0,12,5.0,3,1,1,1,1,1,1,0,0,1
5698,8131,True,7,7,41,1,1,2,0,6,4.714285714285714,1,0,0,0,0,0,1,0,0,0
5699,8133,False,9,9,43,3,1,1,2,11,3.6666666666666665,1,0,0,0,1,0,0,0,0,0
5700,8135,False,23,23,132,8,3,6,1,35,4.695652173913044,3,3,3,4,2,1,2,0,3,1
5701,8136,False,25,22,133,6,10,5,3,26,4.28,10,3,3,4,2,2,2,0,3,2
5702,8137,False,17,15,94,5,2,2,1,23,4.470588235294118,2,2,2,2,1,0,1,0,2,0
5703,8138,False,14,14,92,2,2,10,1,19,5.5,2,1,2,2,0,0,2,0,1,0
5704,8140,True,16,16,103,4,2,5,0,25,5.375,2,2,2,3,1,0,2,0,2,0
5705,8141,True,6,6,39,1,0,3,0,10,5.333333333333333,0,0,0,0,0,0,1,0,0,0
5706,8142,True,18,18,115,6,10,3,1,23,5.333333333333333,10,2,3,3,2,2,1,0,2,2
5707,8143,True,17,17,115,7,8,2,1,22,5.705882352941177,8,2,2,3,2,2,1,0,2,2
5708,8144,True,17,17,115,7,8,2,1,22,5.705882352941177,8,2,2,3,2,2,1,0,2,2
5709,8146,True,17,17,115,7,8,2,1,22,5.705882352941177,8,2,2,3,2,2,1,0,2,2
5710,8147,True,18,18,119,7,8,2,1,23,5.555555555555555,8,2,3,4,2,2,1,0,2,2
5711,8149,True,19,19,115,6,6,3,0,26,5.0,6,3,3,3,2,2,1,0,3,2
5712,8150,True,14,14,91,7,3,2,0,19,5.428571428571429,3,1,2,2,2,1,1,0,1,1
5713,8154,False,10,10,73,3,2,3,1,16,6.2,2,0,1,1,1,0,1,0,1,0
5714,8155,True,17,17,116,6,5,3,0,29,5.705882352941177,5,2,2,4,2,2,1,0,3,2
5715,8156,False,20,18,118,11,8,4,1,20,4.85,8,3,3,4,2,2,1,0,2,2
5716,8158,True,21,21,138,9,8,2,1,30,5.523809523809524,8,3,3,4,2,2,1,0,3,2
5717,8159,True,11,11,65,2,0,3,1,17,4.818181818181818,0,1,1,1,0,0,1,0,1,0
5718,8161,True,17,17,115,7,8,2,1,22,5.705882352941177,8,2,2,3,2,2,1,0,2,2
5719,8162,True,17,17,115,7,8,2,1,22,5.705882352941177,8,2,2,3,2,2,1,0,2,2
5720,8163,True,21,21,138,9,8,2,1,30,5.523809523809524,8,3,3,4,2,2,1,0,3,2
5721,8164,True,18,18,115,6,10,3,1,23,5.333333333333333,10,2,3,3,2,2,1,0,2,2
5722,8165,False,19,19,110,0,4,16,1,22,4.7368421052631575,4,3,3,3,0,1,2,0,2,1
5723,8168,True,21,21,138,9,8,2,1,30,5.523809523809524,8,3,3,4,2,2,1,0,3,2
5724,8169,True,19,18,117,4,10,3,2,19,5.052631578947368,10,3,3,4,1,2,1,0,1,2
5725,8170,True,17,17,115,7,8,2,1,22,5.705882352941177,8,2,2,3,2,2,1,0,2,2
5726,8171,True,12,12,83,4,6,1,1,16,5.833333333333333,6,1,1,2,1,2,0,0,1,2
5727,8172,True,20,20,118,7,5,1,1,27,4.85,5,3,3,4,2,2,0,0,3,2
5728,8175,True,24,22,141,11,1,2,0,32,4.833333333333333,1,3,3,4,2,0,1,0,3,0
5729,8176,True,16,16,102,5,8,3,0,19,5.3125,8,2,2,3,1,2,1,0,1,2
5730,8177,True,17,17,115,7,8,2,1,22,5.705882352941177,8,2,2,3,2,2,1,0,2,2
5731,8180,True,17,17,115,7,8,2,1,22,5.705882352941177,8,2,2,3,2,2,1,0,2,2
5732,8181,True,18,16,92,0,2,17,1,21,4.055555555555555,2,2,2,2,0,0,2,0,2,0
5733,8182,True,19,18,115,7,4,3,0,27,5.0,4,3,3,3,2,1,1,0,3,1
5734,8183,True,21,21,138,9,8,2,1,30,5.523809523809524,8,3,3,4,2,2,1,0,3,2
5735,8184,True,13,13,75,2,2,2,1,18,4.6923076923076925,2,1,1,1,0,0,1,0,1,0
5736,8187,True,19,18,114,7,2,3,0,27,4.947368421052632,2,3,3,3,2,0,1,0,3,0
5737,8188,True,8,8,56,1,3,2,0,13,5.875,3,0,0,1,0,1,1,0,0,1
5738,8189,True,12,12,117,2,3,3,0,18,5.083333333333333,3,1,1,4,0,1,1,0,1,1
5739,8190,True,19,18,114,7,2,3,0,27,4.947368421052632,2,3,3,3,2,0,1,0,3,0
5740,8191,True,18,18,115,6,10,2,2,20,5.333333333333333,10,2,3,3,2,2,1,0,2,2
5741,8195,False,20,19,114,2,8,14,0,25,4.65,8,3,3,3,0,2,2,0,2,2
5742,8196,False,11,11,68,0,0,11,0,20,5.090909090909091,0,1,1,1,0,0,2,0,2,0
5743,8201,True,4,4,19,1,1,1,1,6,3.5,1,0,0,0,0,0,0,0,0,0
5744,8202,False,7,7,52,2,4,2,1,14,6.0,4,0,0,0,0,1,1,0,0,1
5745,8203,False,13,12,76,0,2,12,0,17,4.769230769230769,2,1,1,2,0,0,2,0,1,0
5746,8204,False,11,11,78,0,2,9,0,19,6.0,2,1,1,2,0,0,2,0,1,0
5747,8205,False,11,10,69,0,1,10,0,16,5.181818181818182,1,1,1,1,0,0,2,0,1,0
5748,8208,False,16,15,93,10,3,3,0,26,4.75,3,2,2,2,2,1,1,0,3,1
5749,8209,False,17,17,87,6,4,0,0,17,4.0588235294117645,4,2,2,2,2,1,0,0,1,1
5750,8210,False,19,18,114,2,7,14,0,26,4.947368421052632,7,3,3,3,0,2,2,0,3,2
5751,8211,True,6,6,31,2,0,1,0,10,4.0,0,0,0,0,0,0,0,0,0,0
5752,8212,False,14,14,65,3,3,0,0,15,3.5,3,1,2,1,1,1,0,0,1,1
5753,8213,False,16,16,104,3,6,5,0,25,5.4375,6,2,2,3,1,2,2,0,2,2
5754,8214,False,7,7,52,2,4,2,1,14,6.0,4,0,0,0,0,1,1,0,0,1
5755,8215,False,12,12,65,2,4,5,1,17,4.333333333333333,4,1,1,1,0,1,2,0,1,1
5756,8216,False,18,16,115,1,5,13,0,30,5.333333333333333,5,2,2,3,0,2,2,0,3,2
5757,8217,False,15,15,99,2,2,8,0,19,5.4,2,2,2,3,0,0,2,0,1,0
5758,8218,True,12,11,70,0,1,12,0,16,4.75,1,1,1,1,0,0,2,0,1,0
5759,8219,False,13,13,74,4,0,4,0,21,4.615384615384615,0,1,1,1,1,0,1,0,2,0
5760,8221,False,9,9,48,1,2,6,1,12,4.222222222222222,2,0,0,0,0,0,2,0,0,0
5761,8223,False,20,17,104,6,1,10,0,21,4.15,1,3,2,3,2,0,2,0,2,0
5762,8224,False,20,20,115,6,1,1,0,28,4.7,1,3,3,3,2,0,0,0,3,0
5763,8225,False,12,12,66,4,7,1,3,16,4.416666666666667,7,1,1,1,1,2,0,0,1,2
5764,8226,False,24,23,140,6,7,4,0,36,4.791666666666667,7,3,3,4,2,2,1,0,3,2
5765,8231,False,14,14,94,4,3,2,0,29,5.642857142857143,3,1,2,2,1,1,1,0,3,1
5766,8232,False,13,12,84,0,1,12,0,21,5.384615384615385,1,1,1,2,0,0,2,0,2,0
5767,8234,True,19,19,109,9,4,1,0,24,4.684210526315789,4,3,3,3,2,1,0,0,2,1
5768,8235,False,22,20,112,7,2,11,0,24,4.045454545454546,2,3,3,3,2,0,2,0,2,0
5769,8236,False,15,10,114,0,5,13,1,28,6.466666666666667,5,2,1,3,0,2,2,0,3,2
5770,8237,True,14,14,79,6,2,0,0,20,4.571428571428571,2,1,2,2,2,0,0,0,2,0
5771,8238,False,11,11,68,0,0,11,0,20,5.090909090909091,0,1,1,1,0,0,2,0,2,0
5772,8239,True,16,16,114,4,4,5,0,25,6.0,4,2,2,3,1,1,2,0,2,1
5773,8240,False,7,7,52,2,4,2,1,14,6.0,4,0,0,0,0,1,1,0,0,1
5774,8241,False,7,6,38,0,4,3,0,9,4.285714285714286,4,0,0,0,0,1,1,0,0,1
5775,8242,True,19,18,137,6,4,3,0,28,6.157894736842105,4,3,3,4,2,1,1,0,3,1
5776,8243,False,23,21,139,5,1,6,0,26,5.0,1,3,3,4,1,0,2,0,3,0
5777,8244,True,16,16,91,5,2,3,0,18,4.625,2,2,2,2,1,0,1,0,1,0
5778,8245,False,8,8,45,3,2,2,0,11,4.5,2,0,0,0,1,0,1,0,0,0
5779,8246,True,17,17,90,7,4,1,0,20,4.235294117647059,4,2,2,2,2,1,0,0,2,1
5780,8247,True,10,10,75,3,6,1,0,18,6.4,6,0,1,1,1,2,0,0,1,2
5781,8250,True,15,15,88,8,1,3,0,25,4.8,1,2,2,2,2,0,1,0,2,0
5782,8251,False,12,11,61,6,0,1,0,17,4.0,0,1,1,1,2,0,0,0,1,0
5783,8252,False,16,15,104,6,4,1,0,23,5.375,4,2,2,3,2,1,0,0,2,1
5784,8253,False,17,17,102,10,0,0,0,28,4.9411764705882355,0,2,2,3,2,0,0,0,3,0
5785,8254,True,6,6,66,1,4,3,0,23,9.666666666666666,4,0,0,1,0,1,1,0,2,1
5786,8256,True,15,15,78,3,8,2,0,17,4.133333333333334,8,2,2,2,1,2,1,0,1,2
5787,8257,True,16,16,74,9,1,2,1,20,3.5625,1,2,2,1,2,0,1,0,2,0
5788,8258,False,14,14,83,7,1,0,0,16,4.857142857142857,1,1,2,2,2,0,0,0,1,0
5789,8259,True,21,21,121,7,4,4,2,29,4.666666666666667,4,3,3,4,2,1,1,0,3,1
5790,8261,True,21,21,146,4,8,5,0,30,5.857142857142857,8,3,3,4,1,2,2,0,3,2
5791,8262,True,19,18,115,3,5,10,1,24,5.0,5,3,3,3,1,2,2,0,2,2
5792,8264,False,16,16,89,5,1,2,1,20,4.5,1,2,2,2,1,0,1,0,2,0
5793,8266,True,19,19,132,7,6,3,0,26,5.894736842105263,6,3,3,4,2,2,1,0,3,2
5794,8267,False,5,5,30,2,3,2,0,9,4.8,3,0,0,0,0,1,1,0,0,1
5795,8270,True,1,1,10,0,1,1,0,4,8.0,1,0,0,0,0,0,0,0,0,0
5796,8271,False,10,10,48,4,3,1,1,14,3.7,3,0,1,0,1,1,0,0,0,1
5797,8274,True,22,22,116,9,4,5,1,21,4.2272727272727275,4,3,3,4,2,1,2,0,2,1
5798,8276,False,10,10,56,4,1,0,0,13,4.5,1,0,1,1,1,0,0,0,0,0
5799,8278,True,12,12,67,4,0,1,1,19,4.5,0,1,1,1,1,0,0,0,1,0
5800,8279,True,25,23,138,9,5,4,0,31,4.48,5,3,3,4,2,2,1,0,3,2
5801,8280,False,19,18,127,10,4,3,0,30,5.631578947368421,4,3,3,4,2,1,1,0,3,1
5802,8283,True,24,23,126,11,3,3,1,31,4.208333333333333,3,3,3,4,2,1,1,0,3,1
5803,8284,True,20,18,113,10,2,1,0,28,4.6,2,3,3,3,2,0,0,0,3,0
5804,8285,True,12,12,84,3,3,4,0,16,5.916666666666667,3,1,1,2,1,1,1,0,1,1
5805,8286,True,13,13,77,3,6,1,1,16,4.769230769230769,6,1,1,2,1,2,0,0,1,2
5806,8287,True,17,16,113,6,1,3,0,29,5.588235294117647,1,2,2,3,2,0,1,0,3,0
5807,8288,False,6,6,66,1,4,3,0,23,9.666666666666666,4,0,0,1,0,1,1,0,2,1
5808,8289,True,20,20,140,3,4,5,1,30,5.95,4,3,3,4,1,1,2,0,3,1
5809,8291,True,22,19,128,10,4,2,1,27,4.7727272727272725,4,3,3,4,2,1,1,0,3,1
5810,8292,False,18,17,91,7,4,2,0,14,4.0,4,2,2,2,2,1,1,0,0,1
5811,8294,False,18,18,106,1,10,10,0,18,4.777777777777778,10,2,3,3,0,2,2,0,1,2
5812,8295,False,23,22,115,11,4,3,0,31,3.9565217391304346,4,3,3,3,2,1,1,0,3,1
5813,8296,True,12,12,82,3,3,1,0,16,5.666666666666667,3,1,1,2,1,1,0,0,1,1
5814,8297,False,12,12,82,3,3,1,0,16,5.666666666666667,3,1,1,2,1,1,0,0,1,1
5815,8298,False,25,25,147,9,6,2,1,30,4.84,6,3,3,4,2,2,1,0,3,2
5816,8300,False,17,17,117,5,4,3,0,29,5.764705882352941,4,2,2,4,1,1,1,0,3,1
5817,8301,False,12,12,74,0,5,9,0,10,5.083333333333333,5,1,1,1,0,2,2,0,0,2
5818,8304,False,18,18,114,1,10,10,1,18,5.277777777777778,10,2,3,3,0,2,2,0,1,2
5819,8309,True,12,12,75,0,5,9,0,12,5.166666666666667,5,1,1,1,0,2,2,0,0,2
5820,8310,False,19,19,116,6,2,2,1,23,5.052631578947368,2,3,3,4,2,0,1,0,2,0
5821,8311,True,19,17,89,8,3,2,2,23,3.6315789473684212,3,3,2,2,2,1,1,0,2,1
5822,8312,False,10,10,59,0,3,9,0,9,4.8,3,0,1,1,0,1,2,0,0,1
5823,8314,True,12,12,74,0,5,9,0,10,5.083333333333333,5,1,1,1,0,2,2,0,0,2
5824,8315,True,19,17,107,7,4,3,0,25,4.578947368421052,4,3,2,3,2,1,1,0,2,1
5825,8317,True,11,11,71,0,4,9,0,13,5.363636363636363,4,1,1,1,0,1,2,0,0,1
5826,8318,True,18,18,106,2,3,3,2,20,4.833333333333333,3,2,3,3,0,1,1,0,2,1
5827,8320,False,13,13,75,0,6,9,0,10,4.6923076923076925,6,1,1,1,0,2,2,0,0,2
5828,8321,False,19,19,114,2,8,11,0,18,4.947368421052632,8,3,3,3,0,2,2,0,1,2
5829,8324,False,7,7,33,3,0,1,1,10,3.5714285714285716,0,0,0,0,1,0,0,0,0,0
5830,8329,True,11,11,65,0,5,9,1,9,4.818181818181818,5,1,1,1,0,2,2,0,0,2
5831,8330,True,12,12,80,0,5,9,0,15,5.583333333333333,5,1,1,2,0,2,2,0,1,2
5832,8332,False,11,11,61,0,4,9,0,9,4.454545454545454,4,1,1,1,0,1,2,0,0,1
5833,8334,True,12,12,74,0,5,9,0,10,5.083333333333333,5,1,1,1,0,2,2,0,0,2
5834,8335,False,12,12,71,0,6,10,0,10,4.833333333333333,6,1,1,1,0,2,2,0,0,2
5835,8337,False,19,19,114,2,7,10,0,18,4.947368421052632,7,3,3,3,0,2,2,0,1,2
5836,8339,False,6,6,61,1,3,2,0,17,9.0,3,0,0,1,0,1,1,0,1,1
5837,8341,False,12,12,74,0,5,9,0,10,5.083333333333333,5,1,1,1,0,2,2,0,0,2
5838,8344,False,22,22,114,9,4,0,0,29,4.136363636363637,4,3,3,3,2,1,0,0,3,1
5839,8345,False,13,12,61,4,2,3,2,18,3.6153846153846154,2,1,1,1,1,0,1,0,1,0
5840,8346,False,4,4,24,0,4,1,1,6,4.75,4,0,0,0,0,1,0,0,0,1
5841,8347,False,8,7,49,2,2,1,0,14,5.0,2,0,0,0,0,0,0,0,0,0
5842,8348,False,27,24,140,10,0,2,8,31,4.148148148148148,0,3,3,4,2,0,1,0,3,0
5843,8349,False,8,7,43,2,4,0,0,7,4.25,4,0,0,0,0,1,0,0,0,1
5844,8350,False,10,10,63,4,2,2,1,20,5.2,2,0,1,1,1,0,1,0,2,0
5845,8351,False,13,13,74,1,3,0,0,20,4.615384615384615,3,1,1,1,0,1,0,0,2,1
5846,8352,False,5,5,27,1,0,1,0,11,4.2,0,0,0,0,0,0,0,0,0,0
5847,8355,False,23,20,119,11,3,1,1,39,4.130434782608695,3,3,3,4,2,1,0,0,3,1
5848,8356,False,17,17,103,6,2,0,0,30,5.0,2,2,2,3,2,0,0,0,3,0
5849,8360,False,17,17,88,5,6,0,0,20,4.117647058823529,6,2,2,2,1,2,0,0,2,2
5850,8361,False,5,5,24,1,0,0,0,7,3.6,0,0,0,0,0,0,0,0,0,0
5851,8362,False,17,14,87,8,1,0,0,21,4.0588235294117645,1,2,2,2,2,0,0,0,2,0
5852,8363,True,10,10,63,0,0,10,0,21,5.2,0,0,1,1,0,0,2,0,2,0
5853,8364,False,11,11,53,4,5,2,0,13,3.727272727272727,5,1,1,0,1,2,1,0,0,2
5854,8365,False,14,14,65,6,0,1,1,20,3.5714285714285716,0,1,2,1,2,0,0,0,2,0
5855,8366,False,15,15,85,7,4,2,0,29,4.6,4,2,2,2,2,1,1,0,3,1
5856,8367,False,12,12,62,5,4,2,1,17,4.083333333333333,4,1,1,1,1,1,1,0,1,1
5857,8368,False,20,20,99,0,1,2,20,25,3.9,1,3,3,3,0,0,1,0,2,0
5858,8369,False,8,8,38,3,2,2,0,10,3.625,2,0,0,0,1,0,1,0,0,0
5859,8370,False,20,17,114,6,6,2,0,32,4.65,6,3,2,3,2,2,1,0,3,2
5860,8371,False,15,15,80,7,2,1,0,24,4.266666666666667,2,2,2,2,2,0,0,0,2,0
5861,8372,False,10,9,45,3,0,3,2,13,3.4,0,0,0,0,1,0,1,0,0,0
5862,8374,False,7,7,34,0,1,6,0,10,3.7142857142857144,1,0,0,0,0,0,2,0,0,0
5863,8375,False,20,17,102,7,3,1,0,23,4.0,3,3,2,3,2,1,0,0,2,1
5864,8377,False,8,8,42,3,1,0,0,11,4.125,1,0,0,0,1,0,0,0,0,0
5865,8378,False,17,14,80,7,2,2,1,19,3.6470588235294117,2,2,2,2,2,0,1,0,1,0
5866,8382,False,5,5,21,1,2,0,1,6,2.8,2,0,0,0,0,0,0,0,0,0
5867,8383,False,9,9,65,1,2,1,3,20,6.0,2,0,0,1,0,0,0,0,2,0
5868,8385,False,16,15,85,8,2,2,0,19,4.25,2,2,2,2,2,0,1,0,1,0
5869,8386,False,11,10,49,1,3,5,2,14,3.3636363636363638,3,1,1,0,0,1,2,0,0,1
5870,8387,False,25,24,138,8,4,5,1,32,4.48,4,3,3,4,2,1,2,0,3,1
5871,8388,False,14,14,76,5,3,2,0,22,4.357142857142857,3,1,2,2,1,1,1,0,2,1
5872,8389,False,23,20,116,11,3,1,0,26,4.0,3,3,3,4,2,1,0,0,3,1
5873,8390,False,8,8,33,3,2,1,1,10,3.0,2,0,0,0,1,0,0,0,0,0
5874,8391,False,10,9,44,4,1,0,0,16,3.3,1,0,0,0,1,0,0,0,1,0
5875,8392,False,10,10,69,4,6,2,1,13,5.8,6,0,1,1,1,2,1,0,0,2
5876,8393,True,13,12,70,0,0,13,2,18,4.3076923076923075,0,1,1,1,0,0,2,0,1,0
5877,8394,True,13,12,70,0,0,13,2,18,4.3076923076923075,0,1,1,1,0,0,2,0,1,0
5878,8396,False,23,21,124,8,2,2,0,28,4.304347826086956,2,3,3,4,2,0,1,0,3,0
